loss,params,iteration,estimators,train_time
0.1958273568416331,"{'feature_fraction': 0.4286415367627112, 'lambda_l1': 0.33866825090576497, 'num_leaves': 108, 'max_bin': 253, 'min_data_in_leaf': 140, 'subsample': 0.9410230780301814, 'subsample_for_bin': 180000, 'verbosity': 0, 'learning_rate': 0.119476001715244, 'bagging_freq': 1, 'lambda_l2': 0.7921516611865161, 'boosting_type': 'gbdt'}",46,108,16.109828470999673
0.1918584308772252,"{'feature_fraction': 0.7406330479293064, 'lambda_l1': 0.16292255714765974, 'num_leaves': 92, 'max_bin': 253, 'min_data_in_leaf': 70, 'subsample': 0.897316998935956, 'subsample_for_bin': 120000, 'verbosity': 0, 'learning_rate': 0.07045564243659276, 'bagging_freq': 3, 'lambda_l2': 0.6243795569521275, 'boosting_type': 'gbdt'}",47,155,21.82312356700004
0.1917039586471062,"{'feature_fraction': 0.6560676208243548, 'lambda_l1': 0.5549323149682484, 'num_leaves': 16, 'max_bin': 254, 'min_data_in_leaf': 370, 'subsample': 0.8357222984326566, 'subsample_for_bin': 160000, 'verbosity': 0, 'learning_rate': 0.050088472503111624, 'bagging_freq': 2, 'lambda_l2': 0.6794721881534672, 'boosting_type': 'gbdt'}",48,1403,55.77231790899987
0.22016531881896018,"{'feature_fraction': 0.894175224555896, 'lambda_l1': 0.06732365097533355, 'num_leaves': 64, 'max_bin': 253, 'min_data_in_leaf': 470, 'subsample': 1.0, 'subsample_for_bin': 80000, 'verbosity': 0, 'learning_rate': 0.05706141471488088, 'bagging_freq': 4, 'lambda_l2': 0.11079695671915024, 'boosting_type': 'goss'}",49,17,7.289926453000135
0.19226782394362651,"{'feature_fraction': 0.9285086176022145, 'lambda_l1': 0.4091413678488935, 'num_leaves': 28, 'max_bin': 253, 'min_data_in_leaf': 330, 'subsample': 0.9645690385230158, 'subsample_for_bin': 240000, 'verbosity': 0, 'learning_rate': 0.101216097641336, 'bagging_freq': 2, 'lambda_l2': 0.9772548568571409, 'boosting_type': 'gbdt'}",50,477,31.639436035000017
0.19349748487251173,"{'feature_fraction': 0.8342895401979706, 'lambda_l1': 0.6964588605091229, 'num_leaves': 160, 'max_bin': 254, 'min_data_in_leaf': 190, 'subsample': 0.6666719524232988, 'subsample_for_bin': 100000, 'verbosity': 0, 'learning_rate': 0.07676472934865616, 'bagging_freq': 3, 'lambda_l2': 0.0019308701211331325, 'boosting_type': 'gbdt'}",51,143,29.59352422699976
0.23909942356806335,"{'feature_fraction': 0.5914977017531722, 'lambda_l1': 0.27989917905518924, 'num_leaves': 52, 'max_bin': 253, 'min_data_in_leaf': 270, 'subsample': 1.0, 'subsample_for_bin': 60000, 'verbosity': 0, 'learning_rate': 0.20252691845618526, 'bagging_freq': 5, 'lambda_l2': 0.5417660373239469, 'boosting_type': 'goss'}",52,4,5.762699132999842
0.191967016439604,"{'feature_fraction': 0.8635840849314964, 'lambda_l1': 0.22778800521664952, 'num_leaves': 84, 'max_bin': 253, 'min_data_in_leaf': 400, 'subsample': 0.5800848140402551, 'subsample_for_bin': 140000, 'verbosity': 0, 'learning_rate': 0.053896851439340296, 'bagging_freq': 1, 'lambda_l2': 0.7450555511019816, 'boosting_type': 'gbdt'}",53,336,39.19814759499968
0.19173536760383447,"{'feature_fraction': 0.9986075324872057, 'lambda_l1': 0.35629451546721586, 'num_leaves': 40, 'max_bin': 254, 'min_data_in_leaf': 450, 'subsample': 0.8735911346588108, 'subsample_for_bin': 200000, 'verbosity': 0, 'learning_rate': 0.08303444436987191, 'bagging_freq': 4, 'lambda_l2': 0.5924865167813249, 'boosting_type': 'gbdt'}",54,349,31.738630663000095
0.19137434749735005,"{'feature_fraction': 0.46528685800600933, 'lambda_l1': 0.7853717828134157, 'num_leaves': 64, 'max_bin': 253, 'min_data_in_leaf': 480, 'subsample': 0.7823236310811665, 'subsample_for_bin': 260000, 'verbosity': 0, 'learning_rate': 0.0641404798661695, 'bagging_freq': 2, 'lambda_l2': 0.38047396453399285, 'boosting_type': 'gbdt'}",55,353,30.218049776000043
